Title,Genre,Length
Si Mang Isko at ang Kalabaw,Kwentong Bayan,Short
Si Juana at ang Balong Mahiwaga,Kwentong Bayan,Short
Si Juan at ang Punong Mangga,Kwentong Bayan,Short
Si Maria at ang Palayok ng Ginto,Kwentong Bayan,Short
Ang Alitaptap at ang Tipaklong,Kwentong Bayan,Short
Si Lola Basyang at ang Kabayo,Kwentong Bayan,Short
Si Juan Tamad at ang Isang Libong Buto,Kwentong Bayan,Short
Si Mariang Makiling at ang Nawawalang Alahas,Kwentong Bayan,Short
Ang Kwento ni Pedro at ang Nawawalang Kabayo,Kwentong Bayan,Long
Si Tikboy at ang Mahiwagang Palasyo,Kwentong Bayan,Long
Ang Matalinong Hatol ni Datu Ibarra,Kwentong Bayan,Long
Ang Mahiwagang Tikbalang ng Gubat,Kwentong Bayan,Long
Ang Nawawalang Kampanilya ng Baryo,Kwentong Bayan,Long
Si Andoy at ang Higanteng Bato,Kwentong Bayan,Long
Si Kaloy at ang Tatlong Bangkang Kahoy,Kwentong Bayan,Long
Ang Mahiwagang Pagong ng Isla Verde,Kwentong Bayan,Long
Ang Alamat ng Matandang Kawayan,Kwentong Bayan,Long
Si Nita at ang Mahiwagang Punong Mangga,Kwentong Bayan,Long
Si Pedro at ang Mahiwagang Palasong Ginto,Kwentong Bayan,Long
Ang Tatlong Kahilingan ni Mila,Kwentong Bayan,Long
Ang Masipag na Kalabaw,Kwentong Bayan,Long
Si Luningning at ang Diwata ng Bundok,Kwentong Bayan,Long
Ang Mahiwagang Banga,Kwentong Bayan,Long
Si Andoy at ang Higanteng Kabibe,Kwentong Bayan,Long
Ang Matalinong Usa,Kwentong Bayan,Long
Si Karyo at ang Lumang Kampana,Kwentong Bayan,Long
Ang Lihim ng Araw at Buwan,Kwentong Bayan,Long
Ang Matapat na Alitaptap,Kwentong Bayan,Long
Ang Mahiwagang Gansa,Kwentong Bayan,Long
Ang Prinsipe at ang Mahiwagang Kalapati,Kwentong Bayan,Long
Ang Batang Masipag sa Gubat,Kwentong Bayan,Long
Ang Matandang Punong Narra,Kwentong Bayan,Long
Ang Pagong at ang Matigas na Ulo,Kwentong Bayan,Long
Ang Mabait na Higante,Kwentong Bayan,Long
Ang Diwata ng Bundok Kanlaon,Kwentong Bayan,Long
Si Pedro at ang Kalabasa,Kwentong Bayan,Long
Ang Matigas na Ulo ni Mang Kardo,Kwentong Bayan,Long
Ang Nawawalang Palayok na Ginto,Kwentong Bayan,Long
Ang Pag-aaway ng Araw at Buwan,Kwentong Bayan,Long
Si Mariang Sinukuan at ang Nawawalang Kayamanan,Kwentong Bayan,Long
Si Alon at ang Laging Bagyong Hangin,Pabula,Long
Si Juan at ang Puno ng Kamatis,Kwentong Bayan,Long
Si Bibo at ang Taong Mabait,Pabula,Long
Si Juan at ang Pag-aalaga ng Kamote,Kwentong Bayan,Long
Si Lando at ang Malupit na Ulan,Kwentong Bayan,Long
Si Pagong at ang Agila,Pabula,Long
Si Liza at ang Alamat ng Ilog,Kwentong Bayan,Long
Si Tomas at ang Swerte ng Puno ng Mangga,Kwentong Bayan,Long
Si Kiko at ang Pagtulong sa Bahay ng ibang Tao,Kwentong Bayan,Long
Si Andres at ang Puno ng Kasaysayan,Kwentong Bayan,Long
Ang Alamat ng Bayabas,Alamat,Short
Ang Alamat ng Sampalok,Alamat,Short
Ang Alamat ng Pakwan,Alamat,Short
Ang Alamat ng Papaya,Alamat,Short
Ang Alamat ng Durian,Alamat,Short
Ang Alamat ng Mangga,Alamat,Long
Ang Alamat ng Santol,Alamat,Short
Ang Alamat ng Saging,Alamat,Short
Ang Alamat ng Pinya,Alamat,Short
Ang Alamat ng Pakwan,Alamat,Short
Ang Alamat ng Kalabasa,Alamat,Short
Ang Alamat ng Mais,Alamat,Short
Ang Alamat ng Talong,Alamat,Short
Ang Alamat ng Langka,Alamat,Short
Ang Alamat ng Kamatis,Alamat,Short
Ang Alamat ng Kakaw,Alamat,Short
Ang Alamat ng Saging,Alamat,Short
Ang Alamat ng Sampaguita,Alamat,Short
Ang Alamat ng Siling Labuyo,Alamat,Short
Ang Alamat ng Palay,Alamat,Short
Ang Alamat ng Anahaw,Alamat,Short
Ang Alamat ng Yantok,Alamat,Short
Ang Alamat ng Makahiya,Alamat,Short
Ang Alamat ng Mangga,Alamat,Short
Ang Alamat ng Puso ng Saging,Alamat,Short
Ang Alamat ng Dalampasigan,Alamat,Short
Ang Alamat ng Kangkong,Alamat,Short
Ang Alamat ng Bituin,Alamat,Short
Ang Alamat ng Kabibe,Alamat,Short
Ang Alamat ng Bayabas,Alamat,Short
Ang Alamat ng Sampaguita,Alamat,Short
Ang Alamat ng Kawayan,Alamat,Short
Ang Alamat ng Bahaghari,Alamat,Short
Ang Alamat ng Mangga,Alamat,Short
Ang Alamat ng Mayon,Alamat,Short
Ang Alamat ng Palay,Alamat,Short
Ang Alamat ng Puso ng Saging,Alamat,Short
Ang Alamat ng Tsokolate,Alamat,Short
Ang Alamat ng Pating,Alamat,Short
Ang Alamat ng Lawa ng Sampalok,Alamat,Short
Ang Alamat ng Ginto,Alamat,Short
Ang Alamat ng Pagong,Alamat,Short
Ang Alamat ng Kabibe,Alamat,Long
Ang Alamat ng Bundok Makiling,Alamat,Short
Ang Alamat ng Bahaghari,Alamat,Long
Ang Alamat ng Uwak,Alamat,Short
Ang Alamat ng Buwan,Alamat,Long
Ang Alamat ng Sampaguita,Alamat,Short
Ang Alamat ng Kawayan,Alamat,Short
Ang Alamat ng Talon,Alamat,Long
Ang Alamat ng Saging,Alamat,Short
Ang Alamat ng Gintong Palay,Alamat,Short
Ang Maingat na Pagong at ang Padalos-dalos na Kuneho,Pabula,Long
Ang Matalinong Loro at ang Mapang-aping Matsing,Pabula,Long
Ang Mabait na Kambing at ang Sakim na Baboy,Pabula,Short
Ang Mapagmahal na Aso at ang Selosong Pusa,Pabula,Short
Ang Mapanlikhang Daga at ang Madaling Sumuko na Pusa,Pabula,Short
Ang Masigasig na Gansa at ang Tuwang-tuwang Gato,Pabula,Short
Ang Mapagkalingang Baka at ang Mapanirang Kambing,Pabula,Short
Ang Palaka at ang Magarbo niyang Kuliglig,Pabula,Short
Ang Matalas na Soro at ang Mapagmataas na Pabo,Pabula,Short
Ang Masipag na Langgam at ang Tamad na Tipaklong,Pabula,Short
Ang Tusong Gansa at ang Walang Pag-aalalang Kalabaw,Pabula,Short
Ang Mapagbigay na Usa at ang Makasariling Ardilya,Pabula,Short
Ang Maingat na Pagong at ang Mapusok na Aso,Pabula,Short
Ang Magkaibigang Kabayo at Kalapati,Pabula,Short
Ang Masipag na Maya at ang Tamad na Lawin,Pabula,Short
Ang Mapagbigay na Kuneho at ang Makasariling Loro,Pabula,Short
Ang Matalinong Matsing at ang Hangal na Baboy,Pabula,Short
Ang Mapagmahal na Bibe at ang Pasaway na Gansa,Pabula,Short
Ang Masikap na Gagamba at ang Tamad na Alitaptap,Pabula,Short
Ang Mabait na Usa at ang Mapanlinlang na Ahas,Pabula,Short
Ang Mapagkumbabang Kalapati at ang Mapangmataas na Lawin,Pabula,Short
Ang Tusong Matsing at ang Tamad na Pagong,Pabula,Short
Ang Matapat na Aso at ang Sakim na Pusa,Pabula,Long
Ang Mabagal na Pagong at ang Pilosopong Paru-Paro,Pabula,Short
Ang Masigasig na Langgam at ang Magarbong Tipaklong,Pabula,Short
Ang Tapat na Gansa at ang Tuso nitong Kaibigang Soro,Pabula,Short
Ang Matapang na Dagang Bukid at ang Mayabang na Pusa,Pabula,Short
Ang Tatlong Baboy,Pabula,Long
Ang Matsing at ang Pagong,Pabula,Long
Ang Pato at ang Palaka,Pabula,Short
Ang Leon at ang Daga,Pabula,Short
Ang Aso at ang Kalabaw,Pabula,Short
Ang Aso at ang Uwak,Pabula,Short
Ang Kuneho at ang Tigre,Pabula,Long
Ang Gansa at ang Palaka,Pabula,Short
Ang Alitaptap at ang Tipaklong,Pabula,Short
Ang Matsing at ang Pagong,Pabula,Long
Ang Langgam at ang Tipaklong,Pabula,Short
Ang Pusa at ang Daga,Pabula,Short
Ang Bibe at ang Gansa,Pabula,Short
Ang Leon at ang Daga,Pabula,Short
Ang Tuko at ang Alitaptap,Pabula,Short
Ang Gansa at ang Aso,Pabula,Short
Ang Palaka at ang Baka,Pabula,Short
Ang Matalinong Matsing,Pabula,Short
Ang Bahaghari sa Itaas ng Bundok,Kwentong Bayan,Long
Ang Lihim ng Makahiya,Kwentong Bayan,Short
Ang Alamat ng Mahabang Gabi,Alamat,Short
Ang Dalawang Kaibigan sa Gubat,Pabula,Long
Ang Tatlong Magkaibigan,Kwentong Bayan,Short
Si Mang Isko at ang Kuweba,Kwentong Bayan,Short
Ang Nawawalang Gong,Kwentong Bayan,Short
Ang Sikreto ng Matandang Balon,Kwentong Bayan,Short
Ang Matalas na Pandayan,Kwentong Bayan,Short
Ang Araw ng Pasasalamat,Kwentong Bayan,Short
Ang Nawawalang Sandok,Kwentong Bayan,Short
Ang Duyan sa Punong Acacia,Kwentong Bayan,Short
Ang Palasyo sa Ilalim ng Lawa,Kwentong Bayan,Short
Ang Pitong Palayok,Kwentong Bayan,Short
Ang Paglalakbay ni Anding,Kwentong Bayan,Short
Ang Aklat ng Kagubatan,Kwentong Bayan,Short
Si Juan at ang Mahiwagang Banga,Kwentong Bayan,Short
Ang Nawawalang Kampana,Kwentong Bayan,Short
Ang Dalawang Panahon ng Bundok,Kwentong Bayan,Short
Ang Mahiyain na Higante,Kwentong Bayan,Short
Ang Alamat ng Kawayan,Kwentong Bayan,Short
Ang Mahika ng Lumang Sapatos,Kwentong Bayan,Short
Ang Mahiwagang Alamat ng Bukal,Kwentong Bayan,Short
Ang Matalinong Siopao,Kwentong Bayan,Short
Ang Nawawalang Lantaka,Kwentong Bayan,Short
Ang Palaka at ang Balon,Kwentong Bayan,Short
Ang Kuwento ng Bulaklak ng Yelo,Kwentong Bayan,Short
Ang Susi ng Kalikasan,Kwentong Bayan,Short
Ang Alingawngaw ng Kuweba,Kwentong Bayan,Short
Ang Gintong Kalabaw,Kwentong Bayan,Short
Ang Matalinong Pagong,Kwentong Bayan,Short
Ang Lihim ng Lumang Gulong,Kwentong Bayan,Short
Ang Alitaptap at ang Dilim,Kwentong Bayan,Short
Ang Nawawalang Paru-Paro,Kwentong Bayan,Short
Ang Batang Mandirigma,Kwentong Bayan,Short
Ang Puno ng mga Pangarap,Kwentong Bayan,Short
Ang Dalawang Magkaibang Daan,Kwentong Bayan,Short
Ang Misteryo ng Lumang Tulay,Kwentong Bayan,Short
Ang Mahusay na Bangkero,Kwentong Bayan,Short
Ang Palasyo sa Buhangin,Kwentong Bayan,Short
Ang Alitaptap na Nawawala,Kwentong Bayan,Short
Ang Mahiwagang Banga,Kwentong Bayan,Short
Ang Dalaga sa Tabing-Dagat,Kwentong Bayan,Short
Ang Luntiang Punong Bahaghari,Kwentong Bayan,Short
Ang Lihim ng Bundok Karunungan,Kwentong Bayan,Short
Ang Nawawalang Kaldero,Kwentong Bayan,Short
Ang Nawawalang Kahon,Kwentong Bayan,Short
Ang Lihim ng Mahabang Tulay,Kwentong Bayan,Short
Ang Manggagawang Masipag,Kwentong Bayan,Short
Ang Dalaga at ang Kuwintas,Kwentong Bayan,Short
Ang Matandang May Lihim,Kwentong Bayan,Short
Ang Kalabaw na Walang Gulong,Kwentong Bayan,Short
Ang Kabataang Matapang,Kwentong Bayan,Short
Ang Pangarap ni Maria,Kwentong Bayan,Short
Ang Karpintero at ang Pader,Kwentong Bayan,Short
Ang Gintong Pako,Kwentong Bayan,Short
Ang Dalaga sa Sampung Banga,Kwentong Bayan,Short
Ang Pamilya ng Gilingan,Kwentong Bayan,Short
Ang Mahiyain na Batang Guro,Kwentong Bayan,Short
Ang Palayok sa Lupa,Kwentong Bayan,Short
Ang Sulo ng Pag-asa,Kwentong Bayan,Short
Ang Gintong Pangako,Kwentong Bayan,Short
Ang Nawalang Kampana,Kwentong Bayan,Short
Ang Alamat ng Sampung Daan,Kwentong Bayan,Short
Ang Lihim ng Lumang Balon,Kwentong Bayan,Short
Ang Pangarap ni Tomas,Kwentong Bayan,Short
Ang Mga Butong Naiinggit,Kwentong Bayan,Short
Ang Lumang Tambol,Kwentong Bayan,Short
Ang Sikreto ng Batong Bughaw,Kwentong Bayan,Short
Ang Puno ng Pag-asa,Kwentong Bayan,Long
Ang Dalawang Kapitbahay,Kwentong Bayan,Short
Ang Kuwento ng Bakawan,Kwentong Bayan,Short
Ang Palasyo ng Hangin,Kwentong Bayan,Short
Ang Pista ng Pagtutulungan,Kwentong Bayan,Short
Ang Lihim ng Matandang Tulay,Kwentong Bayan,Short
Ang Nawawalang Banga,Kwentong Bayan,Short
Ang Kuwento ng Maliit na Balon,Kwentong Bayan,Short
Ang Dakilang Halaman,Kwentong Bayan,Short
Ang Karera ng Kalabaw,Kwentong Bayan,Short
Ang Lumang Bahay sa Gulod,Kwentong Bayan,Short
Ang Alamat ng Bulaklak ng Pagkakaisa,Kwentong Bayan,Short
Ang Bahay na Ginto,Kwentong Bayan,Short
Ang Lihim ng Talisay,Kwentong Bayan,Short
Ang Kariton ni Tatay Ben,Kwentong Bayan,Short
Ang Malaking Banga sa Plaza,Kwentong Bayan,Short
Ang Palaro ng Bayan,Kwentong Bayan,Short
Ang Kuwento ng Mapagkalingang Aplaya,Kwentong Bayan,Short
Ang Bahay sa Dulo ng Baryo,Kwentong Bayan,Short
Ang Paligsahan sa Pagtatanim,Kwentong Bayan,Short
Ang Paglalakbay ni Lino,Kwentong Bayan,Short
Ang Kuwento ng Sampung Banga,Kwentong Bayan,Short
Ang Puno ng Pag-asa,Kwentong Bayan,Short
Ang Kabalyero at ang Baryo,Kwentong Bayan,Short
Ang Nawawalang Kampana,Kwentong Bayan,Short
Ang Kuwento ng Tatlong Balon,Kwentong Bayan,Short
Ang Kahon ng Mga Alaala,Kwentong Bayan,Short
Ang Kariton ni Mang Pilo,Kwentong Bayan,Short
Ang Mahabang Lakbay ni Andoy,Kwentong Bayan,Short
Ang Bakuran ng Ligaya,Kwentong Bayan,Short
Ang Piging ni Kapitana Sabel,Kwentong Bayan,Short
Ang Talisman ng Kabutihan,Kwentong Bayan,Short
Ang Susi sa Lumang Bahay,Kwentong Bayan,Short
Ang Lihim ng Gintong Bukid,Kwentong Bayan,Short
Ang Pamana ng Matandang Panday,Kwentong Bayan,Short
Ang Pagtatayo ng Tanggulan,Kwentong Bayan,Short
Ang Tindahan ng Pangarap,Kwentong Bayan,Short
Ang Biyaya ng Luntiang Gubat,Kwentong Bayan,Short
Ang Kuweba ng Pagkakaisa,Kwentong Bayan,Short
Ang Pagdiriwang sa Karagatan,Kwentong Bayan,Short
Ang Batong Nagdadala ng Swerte,Kwentong Bayan,Short
Ang Araw na Walang Gulo,Kwentong Bayan,Short
Ang Tatlong Magkaibigan sa Gubat,Kwentong Bayan,Short
Si Ana at ang Nawawalang Palayok,Kwentong Bayan,Short
Ang Pangarap ni Pilo,Kwentong Bayan,Short
Si Tomas at ang Lihim ng Ilog,Kwentong Bayan,Short
Si Mila at ang Bahay na Sirain,Kwentong Bayan,Short
Ang Paglalakbay ni Rico,Kwentong Bayan,Short
Si Dita at ang Nawawalang Parol,Kwentong Bayan,Short
Si Benjo at ang Lihim na Balon,Kwentong Bayan,Short
Ang Halamanan ni Tiya Bebang,Kwentong Bayan,Short
Si Carlo at ang Pista ng Araw,Kwentong Bayan,Short
Si Elena at ang Lihim ng Duyan,Kwentong Bayan,Short
Ang Pagkakaibigan sa Tabi ng Batis,Kwentong Bayan,Short
Ang Pangarap ni Julio,Kwentong Bayan,Short
Si Clara at ang Lihim na Gusalì,Kwentong Bayan,Short
Si Pedro at ang Karera ng Bangka,Kwentong Bayan,Short
Ang Kuweba ni Mila,Kwentong Bayan,Short
Ang Laro ng Mga Munting Bayani,Kwentong Bayan,Short
Si Rosa at ang Nawawalang Aklat,Kwentong Bayan,Short
Ang Alamat ng Pandan,Alamat,Short
Ang Alamat ng Suso,Alamat,Short
Ang Alamat ng Lawa ng Taal,Alamat,Short
Ang Alamat ng Pilak,Alamat,Short
Ang Alamat ng Bangus,Alamat,Short
Ang Alamat ng Sampaguita,Alamat,Short
Ang Alamat ng Buko,Alamat,Short
Ang Alamat ng Pakwan,Alamat,Short
Ang Alamat ng Parol,Alamat,Short
Ang Alamat ng Bayabas,Alamat,Short
Ang Alamat ng Lansones,Alamat,Short
Ang Alamat ng Bahagharing Ginto,Alamat,Short
Ang Alamat ng Pating,Alamat,Short
Ang Alamat ng Batubalani,Alamat,Short
Ang Alamat ng Liwanag sa Gabi,Alamat,Short
Ang Alamat ng Gintong Palay,Alamat,Short
Ang Alamat ng Asul na Bulaklak,Alamat,Short
Ang Alamat ng Guhit sa Langit,Alamat,Short
Ang Alamat ng Kawayan,Alamat,Short
Ang Alamat ng Alon,Alamat,Short
Ang Alamat ng Pilak,Alamat,Short
Ang Alamat ng Buwaya,Alamat,Short
Ang Alamat ng Salamin,Alamat,Short
Ang Alamat ng Kalabaw,Alamat,Short
Ang Alamat ng Maya,Alamat,Short
Ang Alamat ng Ahas,Alamat,Short
Ang Alamat ng Pagong,Alamat,Short
Ang Alamat ng Unggoy,Alamat,Short
Ang Alamat ng Langgam,Alamat,Short
Ang Alamat ng Agila,Alamat,Long
Ang Alamat ng Usa,Alamat,Long
Ang Alamat ng Tarsier,Alamat,Long
Ang Alamat ng Kabayo,Alamat,Short
Ang Alamat ng Paniki,Alamat,Long
Ang Alamat ng Pagong,Alamat,Long
Ang Alamat ng Alitaptap,Alamat,Short
Ang Alamat ng Unggoy,Alamat,Long
Ang Alamat ng Kalabaw,Alamat,Long
Ang Alamat ng Lobo,Alamat,Short
Ang Alamat ng Matsing,Alamat,Long
Ang Alamat ng Palaka,Alamat,Long
Ang Alamat ng Aso,Alamat,Short
Ang Alamat ng Usa,Alamat,Long
Ang Alamat ng Kalabaw,Alamat,Long
Ang Alamat ng Alitaptap,Alamat,Long
Ang Alamat ng Kabayo,Alamat,Long
Ang Alamat ng Tuko,Alamat,Long
Ang Alamat ng Unggoy,Alamat,Long
Ang Alamat ng Pusa,Alamat,Long
Ang Alamat ng Palaka,Alamat,Long
Ang Alamat ng Pagong,Alamat,Long
Ang Alamat ng Suso,Alamat,Short
Ang Kabayo at ang Kalabaw,Pabula,Short
Ang Kuneho at ang Pagong,Pabula,Short
Ang Aso at ang Uwak,Pabula,Short
Ang Pabo at ang Ibon,Pabula,Short
Ang Ahas at ang Palaka,Pabula,Short
Ang Matsing at ang Pagong,Pabula,Short
Ang Pusa at ang Daga,Pabula,Short
Ang Kalabaw at ang Lamok,Pabula,Short
Ang Soro at ang Ubas,Pabula,Short
Ang Gansa at ang Itik,Pabula,Short
Ang Palaka at ang Gansa,Pabula,Short
Ang Unggoy at ang Buwaya,Pabula,Short
Ang Leon at ang Usa,Pabula,Short
Ang Aso at ang Kabayo,Pabula,Short
Ang Lobo at ang Bibe,Pabula,Short
Ang Matakaw na Kambing,Pabula,Short
Ang Gagamba at ang Langgam,Pabula,Short
Ang Palaka at ang Alitaptap,Pabula,Short
Ang Sutil na Pagong,Pabula,Short
Ang Kalapati at ang Agila,Pabula,Short
Ang Maingay na Uwak,Pabula,Short
Ang Mabagal na Pagong,Pabula,Short
Ang Mainggit na Palaka,Pabula,Short
Ang Mapagmataas na Usa,Pabula,Short
Ang Sutil na Tupa,Pabula,Short
Ang Mabait na Kalabaw,Pabula,Short
Ang Tamad na Gansa,Pabula,Short
Ang Gutom na Soro,Pabula,Short
Ang Mapaglarong Kuting,Pabula,Short
Ang Bising Bubuyog,Pabula,Short
Ang Ipis at ang Langgam,Pabula,Short
Ang Uwak at ang Banga,Pabula,Short
Ang Matsing at ang Alimango,Pabula,Short
Ang Pusa at ang Aso,Pabula,Short
Ang Tamad na Palaka,Pabula,Short
Ang Gansa at ang Palaka,Pabula,Short
Ang Uod at ang Paruparo,Pabula,Short
Ang Dalawang Kambing,Pabula,Short
Ang Kuwago at ang Matalas na Manok,Pabula,Short
Ang Matsing at ang Pagong,Pabula,Short
Ang Tigre at ang Usa,Pabula,Short
Ang Palaka at ang Gagamba,Pabula,Short
Ang Kalabaw at ang Langgam,Pabula,Short
Ang Baboy at ang Kambing,Pabula,Short
Ang Kabayo at ang Pagong,Pabula,Short
Ang Masipag na Langgam,Pabula,Short
Ang Mabait na Kalabaw,Pabula,Short
Ang Aso at ang Pato,Pabula,Short
Ang Palaka at ang Palay,Pabula,Short
Ang Unggoy at ang Kawayan,Pabula,Short
Ang Mabait na Leon,Pabula,Short
Ang Ahas at ang Palaka,Pabula,Short
Ang Kuneho at ang Uwak,Pabula,Short
Ang Kalabaw at ang Kuneho,Pabula,Short
Ang Pagong at ang Matsing,Pabula,Short
Ang Unggoy at ang Alitaptap,Pabula,Short
Ang Pusa at ang Aso,Pabula,Short
Ang Gansa at ang Pagong,Pabula,Short
Ang Butiki at ang Paruparo,Pabula,Short
Ang Kuwago at ang Suso,Pabula,Short
Ang Masipag na Langgam at ang Tamad na Tipaklong,Pabula,Short
Ang Kabayo at ang Kalabaw,Pabula,Short
Ang Palaka at ang Ibon,Pabula,Short
Ang Kuting at ang Aso,Pabula,Short
Ang Lobo at ang Kambing,Pabula,Short
Ang Tapat na Kalabaw at ang Lobo,Pabula,Long
Ang Batang Usa at ang Mabait na Kabayo,Pabula,Long
Ang Aso at ang Pusa,Pabula,Short
Ang Matsing at ang Pagong,Pabula,Long
Ang Alitaptap at ang Gagamba,Pabula,Short
Ang Maingat na Pagong at ang Mayabang na Usa,Pabula,Long
Ang Tapat na Langgam at ang Tamad na Tipaklong,Pabula,Short
Ang Matalinong Uwak at ang Tusong Ahas,Pabula,Short
Ang Mabait na Kabayo at ang Mapang-abusong Baboy,Pabula,Short
Ang Lobo at ang Mapagbigay na Tupa,Pabula,Short
Ang Pusa at ang Matapat na Manok,Pabula,Long
Ang Gansa at ang Palaka,Pabula,Long
Ang Aso at ang Malaking Bato,Pabula,Short
Ang Pilyong Kambing,Pabula,Short
Ang Maalagang Pusa at ang Mapaglarong Daga,Pabula,Short
Ang Maingat na Pagong at ang Hangal na Butiki,Pabula,Long
Ang Mayabang na Gansa at ang Mabait na Alitaptap,Pabula,Short
Ang Matalinong Pusa at ang Tamad na Daga,Pabula,Long
Ang Mapagmalasakit na Kalabaw at ang Mapagmataas na Usa,Pabula,Short
Ang Tamad na Kabayo,Pabula,Short
Ang Pagong at ang Matsing,Pabula,Short
Ang Palaka at ang Alitaptap,Pabula,Short
Ang Aso at ang Bibe,Pabula,Short
Ang Batang Usa at ang Lobo,Pabula,Short
Ang Masipag na Langgam,Pabula,Short
Ang Tapat na Kalabaw,Pabula,Short
Ang Palaka at ang Lawa,Pabula,Short
Ang Maya at ang Bato,Pabula,Short
Ang Kuting at ang Dagang Gubat,Pabula,Short
Ang Magkaibigang Tigre at Usa,Pabula,Short
Ang Matsing at ang Bayabas,Pabula,Short
Ang Palaka at ang Kalabaw,Pabula,Short
Ang Aso at ang Kaldero,Pabula,Short
Ang Butiki at ang Langgam,Pabula,Short
Ang Kuwago at ang Mga Hayop,Pabula,Short
Ang Mayabang na Pagong,Pabula,Short
Ang Lobo at ang Alitaptap,Pabula,Short
Ang Soro at ang Ubas,Pabula,Short
Ang Gansa at ang Ginintuang Itlog,Pabula,Short
Ang Paglalakbay ni Lina,Kwentong Bayan,Short
Si Tomas at ang Lihim na Bato,Kwentong Bayan,Short
Ang Bahay sa Itaas ng Burol,Kwentong Bayan,Short
Si Andoy at ang Araw ng Pagbabago,Kwentong Bayan,Short
Si Carla at ang Diwa ng Piyesta,Kwentong Bayan,Short
Ang Mahiwagang Kampana,Kwentong Bayan,Short
Ang Lihim na Tula ni Nardo,Kwentong Bayan,Short
Ang Paligsahan ni Kaloy,Kwentong Bayan,Short
Si Minda at ang Kulay ng Pag-asa,Kwentong Bayan,Short
Ang Lihim ng Lawa,Kwentong Bayan,Short
Ang Palasyo sa Gitna ng Gubat,Kwentong Bayan,Long
Ang Sikreto ni Ka Andres,Kwentong Bayan,Short
Ang Pamana ni Lola Biring,Kwentong Bayan,Short
Ang Masayahing Pagong,Kwentong Bayan,Short
Ang Kariton ni Juan,Kwentong Bayan,Short
Ang Palaro ni Tinay,Kwentong Bayan,Short
Ang Pangarap ni Nilo,Kwentong Bayan,Short
Si Mira at ang Mahiwagang Bangka,Kwentong Bayan,Short
Ang Kwento ng Tatlong Binhi,Kwentong Bayan,Short
Ang Bahay na Buhay sa Musika,Kwentong Bayan,Short
Ang Lihim ng Bulaklak sa Gubat,Kwentong Bayan,Short
Ang Paglalakbay ni Timo,Kwentong Bayan,Short
Ang Munting Tulay ni Clara,Kwentong Bayan,Short
Si Lito at ang Nawawalang Ginto,Kwentong Bayan,Short
Ang Pangako ni Elsa,Kwentong Bayan,Short
Ang Planong Tulong ni Miguel,Kwentong Bayan,Long
Ang Aklat ni Clara,Kwentong Bayan,Long
Ang Lihim ng Batang Gubat,Kwentong Bayan,Short
Si Pilar at ang Liwanag sa Bahay,Kwentong Bayan,Short
Ang Puno ng mga Pangarap,Kwentong Bayan,Short
Si Tomas at ang Nawalang Bukal,Kwentong Bayan,Short
Ang Nawawalang Takure ni Elena,Kwentong Bayan,Short
Ang Hiling ni Rico sa Buwan,Kwentong Bayan,Short
Ang Paglalakbay ni Anita,Kwentong Bayan,Short
Si Lita at ang Mahiwagang Balon,Kwentong Bayan,Short
Si Mario at ang Nawawalang Hangin,Kwentong Bayan,Long
Si Rosa at ang Lihim ng Ilog,Kwentong Bayan,Short
Si Lina at ang Hiwagang Liham,Kwentong Bayan,Short
Ang Tatlong Butil ni Nardo,Kwentong Bayan,Short
Si Kiko at ang Nawawalang Baryo,Kwentong Bayan,Short
Si Clara at ang Mahiwagang Banga,Kwentong Bayan,Long
Si Jaime at ang Nawawalang Gubat,Kwentong Bayan,Short
Si Mila at ang Alamat ng Pista,Kwentong Bayan,Short
Ang Paglalakbay ni Rico at Nena,Kwentong Bayan,Short
Si Paolo at ang Nawalang Araw,Kwentong Bayan,Long
Si Lito at ang Mahiwagang Kampana,Kwentong Bayan,Short
Si Mila at ang Hiwagang Bukal,Kwentong Bayan,Short
Si Tano at ang Nawawalang Lupa,Kwentong Bayan,Short
Si Ana at ang Nawawalang Tulay,Kwentong Bayan,Short
Si Dario at ang Nawalang Liwanag,Kwentong Bayan,Short
Si Elsa at ang Nawawalang Bituin,Kwentong Bayan,Short
Ang Alamat ng Gagamba,Alamat,Long
Ang Alamat ng Alitaptap,Alamat,Short
Ang Alamat ng Kabibe,Alamat,Long
Ang Alamat ng Lamok,Alamat,Short
Ang Alamat ng Paniki,Alamat,Short
Ang Alamat ng Pagong,Alamat,Short
Ang Alamat ng Tuko,Alamat,Short
Ang Alamat ng Kalabaw,Alamat,Short
Ang Alamat ng Agila,Alamat,Short
Ang Alamat ng Palaka,Alamat,Short
Ang Alamat ng Alitaptap,Alamat,Short
Ang Alamat ng Paruparo,Alamat,Short
Ang Alamat ng Kabayo,Alamat,Short
Ang Alamat ng Gagamba,Alamat,Short
Ang Alamat ng Pating,Alamat,Short
Ang Alamat ng Pagong,Alamat,Short
Ang Alamat ng Palaka,Alamat,Short
Ang Alamat ng Usa,Alamat,Short
Ang Alamat ng Elepante,Alamat,Short
Ang Alamat ng Tuko,Alamat,Short
Ang Alamat ng Kabayo,Alamat,Short
Ang Alamat ng Kalabaw,Alamat,Short
Ang Alamat ng Langgam,Alamat,Short
Ang Alamat ng Alitaptap,Alamat,Short
Ang Alamat ng Leon,Alamat,Short
Ang Alamat ng Tarsier,Alamat,Short
Ang Alamat ng Pagong,Alamat,Short
Ang Alamat ng Loro,Alamat,Short
